"name","text"
"CarloMJ1","@USAirways @AmericanAir According to your costumer support your website is holding my money hostage and you cant do anything about it.."
"dotnetnate","@AmericanAir long wait? I literally went shopping at 3 different centers had lunch and prepared dinner. surprise it's winter! staff better"
"jessbutl","@JetBlue Tx for the info. Just don't understand why you couldn't accurately estimate departure time earlier. Weather in ny is fine now."
"tumitran","@AmericanAir AA agent said I repeated myself when I was explaining. I told him ""I understand English."" His reply?""Our conversation is over."""
"Little_BeerGirl","@USAirways it's flt 4827 to ELM - still no gate and still have to make it thru customs"
"LIGal19","@AmericanAir why a different airport! I have no way of getting to a different airport."
"tworstwots","@USAirways pilot says that we are going to take off in 10 minutes. So maybe the systems came back online?"
"drguzman","@AmericanAir there is a full flight of customers sitting on the plane waiting for baggage to be loaded on AA 356 in DFW - why? 2 hour delay"
"reccewife",".@united in the future when delay causes 15 hour wait (slept night in airport) ensuring seating choice for replacement flight would be good."
"SchrierCar","@AmericanAir we did for the last 8 hours.  Your customer service is horrendous.  I should have flown Delta"
"Eleonora7","@AmericanAir Cancelled Flighted our flight and now are still delayed...NOT COOL."
"LIGal19","@AmericanAir not to mention its a three hour wait to get an agent on the phone."
"toddliveonfire","@USAirways pilot for flight 729 didn't show until after departure ⌚️ &amp; now there's a broken computer. Next time flying @United. #ALWAYSLate Flight"
"Techno_Quaya","@SouthwestAir I requested my boarding pass to be texted to me but I still haven't received it."
"Little_BeerGirl","@USAirways sorry we are in Philly. Should've told you that."
"lesleysiu","@AmericanAir delayed for two hours at ORD--&gt;CDG the one time I need to be there to catch a train... 😒"
"FernHeinig18","@united how can a plane that has been sitting in a hanger all day have numerous mechanical problems. Doesn't anyone actually do maintenance"
"cloop87","@AmericanAir flight from JFK to EGE was cxld after on runway for an hour. Flight moved to 7am but they won't give luggage back. Nice."
"rosieblisss","@AmericanAir yes. We spent the whole day talking to agents and someone finally offered to let him stay in a hotel"
"McKennon","@AmericanAir Flight's Cancelled Flightled. Website says to call phone number.Phone says to check online.  How am I supposed to get some help?"
"aminghadersohi","@united why do you hate your passengers?"
"JoanEisenstodt","@USAirways A tweeted apology is not enough for delay fiasco. NONE for insult from gate agent is worse. Except for Mark N. all bad at CLT."
"breakthemark","@AmericanAir Trip cut 7 hrs short due to flight change/massive layovers/ no peanuts or crackers/ asked for H2O and received about 2oz."
"scottychadwick","@united this airline is a joke my friends been trapped in houston since 7am sat and have no flight in sight #unitedworstever #trappedhouston"
"MeereeneseKnot","@AmericanAir I have been trying to get through to someone about my Cancelled Flightled flight tomorrow for over 4 hours."
"JKF1897","@VirginAmerica completely awesome experience last month BOS-LAS nonstop. Thanks for such an awesome flight and depart time. #VAbeatsJblue"
"jessbutl","@JetBlue thanks for the response. Just been waiting for 5 hours and really frustrated. Seems like no one at JetBlue is concerned."
"Asigottech","@AmericanAir Kid upset my staff upset (one accused of stealing fruit!!!!!) mistreatment due to airline policy of an Austic child."
"Lioninflorida","@AmericanAir absolutely worse cust. Svc ever experienced in 25 yrs of flying.  Supvrs at iah extremely rude. #poorservice #travel"
"ciaobellaxoxo89","@SouthwestAir should get their shit together before they owe my $2000 for my bag."
"mjkelesh","@USAirways your IVR hung up on me because of high call volume? I need help. Call me"
"traxleris1","@USAirways - why can't the gate agent on flight #759 provide an update? Seriously this is ridiculous how long people have been waiting"
"MosheStatman","@USAirways #stuck in Florida with no flights... Service sucks here. #nofood #nodrinks #nohelp"
"dibs65","@AmericanAir - very upset with my hometown airline. Stuck in Den Flt Cancelled Flightled. Others here with me got new Flt info"
"LaHauser","@united CDG-LAS 42 hours. And my luggage is in SFO. I've been wearing the same clothes for 42 hours. Thank you. #flythefriendlyskies"
"BMichael319","@AmericanAir plane breaks unloads the passengers told to re enter to only come back off. Flight Cancelled Flightled missed wedding. #badbusiness"
"LaChavalina","@USAirways That's 1h 10m waiting to get my bag 1h40m of flight delays plus the 2hrs of delay I had on the way out. Never flying you again."
"RobVyvey","@AmericanAir ok so why is it Late Flight? And for that matter why was my flight 4491 Cancelled Flighted this morning? I've been in YYZ since 5 AM."
"dibs65","@AmericanAir - don't understand why I have zero Flt info- no email- 2 he wait time on ph lines- so much for Advan Mem :("
"rafalotto","@AmericanAir 24 hours on the AirPort"
"rafalotto","@AmericanAir we're still here guys - you are the worst"
"Mark_Shires","@USAirways we've been waiting at the gate for 2 hrs why are we now waiting to stow the luggage?"
"_BLeLLeN_","@AmericanAir ive literally been holding for more than 2 HOURS now. i was told 2hrs. You all are sabotaging any chance i have of getting home"
"c_cgottlieb","@AmericanAir It just hangs up and your agents on the ground are useless. How don't I have a seat on a first class ticket booked weeks ago?"
"AlexColIins","@united no thanks"
"IamTamica","@united I did. they told us the wrong carousel number."
"shawnalea85","@USAirways 2 hours and counting. ..what kind of travel voucher do I get for this??"
"cbratch67","@AmericanAir  You can't get us to Cincy but our luggage will still go there tonight? Stranded us in Dallas for 2 days w/o clothes? #Yousuck"
"bobgiolito","@united How about free wifi when your flights delayed? Only 20 mins allowed!"
"macario2","@AmericanAir sucks!! Teco teco #reclameaqui #TripAdvisor http://t.co/auGJsCmoLu"
"onemanvariety","@united I don't know my flight details bc I need to explore some options which I'm unable to do bc the site won't let me.Seems to be ongoing"
"jesuisJOse","@united UA1565 IAH -&gt; SJO is delayed by like 1.5 hours. Crazy!"
"SummerofGus1","@AmericanAir your maint delay left us stuck in den!! Flight 1080.  Been on plane for 7 hrs.  Stop flying broke french planes!"
"point_princess","@AmericanAir any idea what's up with flight AA3181?"
"BurkhalterTrvl","@AmericanAir - Can you please give me a travel agent support phone number? I cant find it on your website. Thanks."
"PLHamel","@AmericanAir ok thanks you! Have a great night AA team!"
"jennielin","@JetBlue what happens when I have a confirmed flight but no seat available during online checkin except for Even More Space upgrades?"
"Andyba25","@USAirways please have your people hold flight 599 from Phoenix to San Jose.  We pulling up to the gate! Scheduled to depart at 5:40"
"julesecruz","@AmericanAir Hey so... I think I left my wallet on you. Can I have it back please?"
"TimMoore","@AmericanAir Here you go https://t.co/oM1vIEg74a"
"scoremoresales","@JetBlue just please get my luggage from #2070 onto carousel 5 / Logan Airport and I'll be able to go home!"
"F_Mattioli","@United and here i thought American was bad. Horrible Service. Over 2:30 min Late Flight. No excuse!"
"PeterPiatetsky","@USAirways @AmericanAir pissing off thousands of East coast customers.  When the delay is longer than the flight  you = fail"
"attra_versiamo","@SouthwestAir Seriously? FOUR DELAYS? Only takes 42 minutes to get to Vegas from @flyLAXairport &amp; I have a connecting flight. #ridiculous"
"KerithBurke","@AmericanAir pleaseeee find my suitcase. I want deoderant and a clean shirt for work tomorrow :("
"JK47theweapon","@USAirways You suck in Philadelphia.  Let us off this plane! #phl"
"SavageRoyal","@americanair @bershawnjackson big UPS to Newark airport staff &amp;&amp; D.Dean. I was also treated lovely while I was in town. ❤❤"
"KyleSauce","@AmericanAir What's the best way to check on any delays or Cancelled Flightlations for my flight out of DFW on Tuesday?"
"denitiodeltoro","@united was so on point for 5/6 of my flights this past week . . But this last one really sucks shit"
"XlnsMngr","@United can you help me get from IAH to SFO earlier tonight?"
"tomrquicksell","@AmericanAir well its been over 4 hours now and still no one has picked up   try paying overtime and bring in more people"
"DrAndyBaldwin","@AmericanAir why does your customer service line say ""we are experiencing high call volume"" and then spontaneously hangup on the person?"
"peteerboe","@AmericanAir At what e-mail adress can I send your CEO Mr. Doug Parker a letter that he hopefully reads?"
"drguzman","@AmericanAir flight 3056 DFW still has all passengers sitting on the plane waiting for luggage to be loaded"
"alexdfletcher","@USAirways Cancelled Flightled the last part of a ticket and am confused from the email I received whether value remains. Is there someone I can ask?"
"Durrant71","@AmericanAir here we go again #aa106 ""Plane not ready"". Are we going to find the crew run out of time again like last night #shortstaffed"
"olfazo","@USAirways where's our luggage? Been waiting more than an hour! Flight 2118."
"bryankendro","@united flight to DFW from IAD Cancelled Flightled for mechanical can I get rental car to MDT-my origin"
"BioMoneyTrees","@AmericanAir I am honestly in shock how this process and service compares to my other airline experiences. Not really sure what to say..."
"jparkermastin","@SouthwestAir couldn't be bothered to help with my lost my luggage. Not a single helpful employee owner to be found in BWI."
"poolinenaidoo","@AmericanAir Flight  AA1691 LAX to LAS closes too early and gate agents give us hassles #PatheticCX"
"hovy5019","@AmericanAir lets me get in line for call back in over 2 hours. I'll just hope the 1 ticket left on the flight I want is still there Late Flightr."
"macario2","@AmericanAir help us here !!! We are stuck here @jfk for more than 24hours! !we need to go home #flight919 #saveus"
"aaronkinnari","@JetBlue 4 hr delay on flight to JFK via Tampa &amp; worst customer service in San Juan airport. This after app not working all day."
"AlfonsoSandova3","@AmericanAir are you expecting flights out of DFW to be Cancelled Flightled tomorrow AM and afternoon?"
"tiamariaroxs","@united If an award is no longer showing available could it possible become available again?"
"BioMoneyTrees","@AmericanAir you put a sour taste on this customer’s vacation. it was joke watching those “we care thanks for choosing us” videos"
"KOstrowka","@USAirways I have received two reservation check-ins for two different flights for my one flight tomorrow morning. Need assistance ASAP"
"zakkohane","@JetBlue Ricoh Smith at BOS provided oust and service"
"kudzugirl","@AmericanAir Hi ho hi ho. It's off to work I go. #WeeklyCommuteOnAA http://t.co/JQHg4jTm4w"
"ChaimOsina","@AmericanAir rude gate agent by AA363 ORD-LGA just now. Seems to have a temper. Made me check in a bag that fit INSIDE the sizer."
"ElmiraBudMan","@USAirways you guys have to be the worst. We are flying into Philadelphia and have only two jetways available for an on time plane.#pisspoor"
"HaileyUrban","@AmericanAir I've been on hold for about 3 and a half hours now. Thanks for Cancelled Flighting my flight and not notifying me."
"JonKohler","@AmericanAir AA I need a Hail Mary. How do I get from Dallas to Joplin JLN in the next 14 hours. Willing to fly to other airports and drive"
"Ashishwadhwa9","@SouthwestAir -U dont have Atlanta to San fransisco in 99$ in the present sale like u had in the last sale?Im looking for 2 return tickets"
"dgoot","@AmericanAir I'm on 1024 into Dallas. Do I have any chance of catching 2238 to Boston? Do I need to run from Gate D6 to A15?."
"RyanSennett","@united why doesn't my daughter booked with my gold member miles get on the upgrade list for her flight tomorrow?"
"ElmiraBudMan","@USAirways what is wrong with you guys and your inability to get planes in and out of Philly on time. Our pilot gave us a answer that was bs"
"WishUpon_26","@AmericanAir My baggage is lost my flight Cancelled Flightled and i get no accommodations? Not even to another airline. At least one free hotel?"
"U2Ken","@AmericanAir understand the weather but would be nice to hear an apology on the phone when you moved my flight to an inconvenient day"
"RChew_FORR","@united is it possible to add a Known Traveler Number to my ticket after Flight Booking Problems?"
"SouljaCoy","@AmericanAir yep they moved me to 16A as they showed me flying ""standby"""
"aaronkinnari","@JetBlue that is a stock response. Delays not as frustrating as poor cust serv &amp; being told by 3 ppl to wait &amp; they'd come back but did not."
"DuaneNClark","@AmericanAir trying to check in for flight. On line not working &amp; agents too busy to take my call."
"fhillyer","@USAirways flight 614 keeps telling a few more mins to take off its been an hour. First time with you not the best #lies #brokenpromises"
"ElmiraBudMan","@USAirways hire smarter IT people if your systems keep crashing instead of some of the mooks you man some of these airports with. #goDelta"
"poolinenaidoo","@AmericanAir pathetic to have your gate agents lie to my face when you are at fault"
"WishUpon_26","@AmericanAir I have been waiting at this airport since 11 am and have to wait until 8:30 tomorrow and cannot get any sort of help!"
"JulianaSheldon","@AmericanAir of course it wasn't your intention issue lies in lack of response. she did contact you directly; she sat on hold for 50 mins"
"agoldenbrown","@AmericanAir this is ridiculous! You all really have terrible customer service and a lack of urgency. Im convinced."
"tampajody","@AmericanAir ah if only we could get through. We've tried for over 2 hrs. Can we call @united?"
"JulianaSheldon","@AmericanAir you should be contacting her for a refund - dm me and I will provide phone number"
"jennielin","@JetBlue aha ok. Thanks! Was worried there might not be a seat at all :) Will do it at the airport tomorrow then!"
"grant_person","@AmericanAir fight got Cancelled Flighted can u help me rebook a flight?  Call center is too busy to answer calls or even put me on hold #yuck"
"KaelaMari","@AmericanAir agents refuse to help ""too busy"" &amp; need to call advantage#. NO ONE willing to help and apparently being exec plat means ZERO"
"Gamerguy212","@AmericanAir versus @JetBlue in Customer Service? Who will win! For Me @AmericanAir is a convenience to a trip to Cali &lt;3"
"WishUpon_26","@AmericanAir if this is how you guys work then i will never fly with you guys again."
"debby_hester","@AmericanAir my husband and 5 year old son stuck overnight in DC thanks to 7 crew members arguing over who was boarding the flight"
"aaronkinnari","@JetBlue okay. Names of SJ crew are Alamo Tatiana. Keep telling me to hold then leave desk. Ali told me he couldn't help bc going on break"
"BillyNealis","@USAirways @AmericanAir Thank you for a couple of easy hassle free flights today professional and friendly staff made everything easy!"
"agoldenbrown","@AmericanAir I still am not on a flight. Ive been here allll day and now we're not boarding because we're waiting for catering?"
"XlnsMngr","@United Claudia in IAH terminal b travel assistance has me all set. Great service. Thank you."
"jwhill12","@USAirways @AmericanAir Any word on accommodations for the passengers on US 746 when they arrive in Charlotte? Lot of tired passengers here"
"drguzman","@AmericanAir flight 3056 DFW still has all passengers sitting on the plane waiting for luggage to be loaded - still waiting"
"TheJoshAbides","@AmericanAir I made my flight but then still had no update emails when I landed no info ever sent on that or second flight. Losing my biz."
"arthurhasher","@JetBlue Still no response from CEO. I guess he is at the Oscars.  I bet his flight was on time.  #JUSTWRONG"
"agoldenbrown","@AmericanAir this is unbelievable and unacceptable. Flight #293. JFK. Everyone at the gate is upset as most of us have been here all day."
"joerago","@AmericanAir Why does your iPhone app not have any sort of notifications option?"
"ElmiraBudMan","@USAirways @PHLAirport this is the reason I avoid @PHLAirport and @USAirways like the plague. Glad to see this merger is working well. #dumb"
"agoldenbrown","@AmericanAir how hard is it to have catering ready to go?"
"HaileyUrban","@AmericanAir all flights Cancelled Flighted tomorrow and that means I'm stranded at the airport for the night... wow."
"YelpPittsburgh","@united thank you for following up!"
"Npatel3297","@united thanks for making everyone wait in the dark for an hour while Newark tries to figure out which gate to go to. #incompetence"
"ti2469","@AmericanAir tomorrows flight Cancelled Flighted. I understand. Three hour wait for a call back and now 60 minutes on hold. Not cool."
"JaJillian","@AmericanAir I have not. There's no option for even getting a call back!"
"PhilHagen","@AmericanAir is that something the crew on the current leg can request of the gate team on the next leg?"
"stephaniestran","@AmericanAir Hi AA friends! My sis's flight AA362 DFW&gt;&gt;MKE was Cancelled Flighted due to weather. Any way you can help here? What are her options?"
"doug_samuel","@united UA1534 has now had 11 different departure times. Wtf. Make up your mind."
"arteriesrus","@SouthwestAir I have followed you. Awaiting your DM."
"reccewife","@united missing a day of vacation to see my husband because of this delay but stuff happens and I get that. Just wish it was handled better"
"rebaabq","@SouthwestAir sitting in Newark because flight 4179 was Cancelled Flightled for no apparent reason.  All I was told was sorry after 2.5 hrs waiting"
"aaronkinnari","@JetBlue I'm going to write a post on @Medium about the experience. Your customer service has tanked. #JetBlue"
"ElmiraBudMan","@USAirways @PHLAirport how can a plane scheduled to come in on time and actually happen. Then you bozos don't have any room us. #incompetent"
"Little_BeerGirl","@USAirways @PHLAirport can you pm me w answer if flt to 4278 is still on time. Been on ground over an hr w no gate. Need help. Pls"
"Gregm528","@AmericanAir really? Not even worthy of a response. This is beginning of a social media alert to the world that AA and @USAirways are useles"
"tyfletch","@AmericanAir big surprise flight 2330 is delayed. Hopefully not for 6 hours like our flight here.  Thanks again for a sleepless night."
"ProConPartners","@AmericanAir Same as yesterday's Cancelled Flighted flight. AA104. Your customer support is just awful!"
"SeguineJ","@AmericanAir Hopefully you guys are willing to cover my lovely car rental and living charges...I love being here for two extra days.."
"thebrainlair","@AmericanAir I cannot believe how long flight 759 PHI  is taking. I know it's US Airways but you own it. I would really like to get home."
"DrDemetre","@AmericanAir not enough push crews for JFK = 1.5 he delay and counting...."
"KottemannFYW","@AmericanAir I haven't been rebooked. I called and left my number for a callback but haven't heard anything and my flight is tomorrow. :("
"2tsieRole","@AmericanAir My flight to @dfwairport was Cancelled Flightled. Mess ensued. Please thank the awesome Marcos (Concierge Key @ GRU) for sorting it out!"
"Spencerklein","@united I honestly couldn't tell you. All I know is that originally we were going to have it brought in from the concourse"
"Davitossss","@AmericanAir I did 50 times and no one was helpful I'm missing work nd school nd the manager REM from mia told me he didn't want to talk us"
"GMFujarski","@AmericanAir yeah that's not helping. Having my bag shipped to the correct city the first time probably would have helped."
"Spencerklein","@united and pick it up and just bring it on the shuttle. When I went to double check on that they said it was still on the concourse"
"Davitossss","@AmericanAir your 1800 kept hanging up on me and made me miss a second flight"
"thebrainlair","@USAirways What is happening? Have been sitting in Philly for hours. Pls take care of Flight 759 to Chicago. At least least us know! #soLate Flight"
"Spencerklein","@united and that it would be sent on the next flight to Hayden/steamboat (HDN) from Denver. So I'm hoping its on there"
"Davitossss","@AmericanAir now I have to pay for a hotel a car ride miss classes which I pay 30k for and miss work and you tell me to talk to someone"
"gochrisgo","@united Hey so many time changes for UA 1534. We going tonight or what? MIA - EWR"
"Apas717","@AmericanAir I understand flight Cancelled Flightation but not being able to get through to change that flight for 6 hrs is not acceptable."
"Davitossss","@AmericanAir you know nothing about customer service and I'll make sure everyone knows it"
"MariaJesusV","@AmericanAir I’ve been on the line waiting for 40 minutes again."
"johnruvolo","@AmericanAir AA 100 - good job overselling this flight. Delayed 90 minutes to deplane the overflow passengers' bags."
"davisesq212","@JetBlue you quite possibly ruined my entire first day in South Florida bc of your disorganization. #GetItTogether"
"baftz","@united deceptive marketing practices promised me if i booked flights i would retain my status now they are not granting. Neverflyunited"
"jadedhippie09","@AmericanAir i appreciate your apology. Sincerely. Thank you. That's really all I ever wanted to begin with."
"RockHardGurl","@USAirways Another great flight #FunFlightAttendants. Thanks for showing my dad wonderful customer service. #flt635 #LAX #PHX #SundayFunday"
"EastinDeverna","@united might possibly have the worst service on the planet."
"PeterPiatetsky","@USAirways @AmericanAir. delay and mechanical issues on both my weekend flights. Ridiculous. Will tweet as long as we are delayed"
"jlr0117","@AmericanAir it was 1265 coming and next catching 2396 home to DCA. Let's get another great leg too tonight!"
"lifeletterj","@AmericanAir Close down"
"ericdavidson86","@united is the worst airlines sitting on the plane at  Houston-bush airport now for an hour and a half waiting for Late Flight passengers"
"WishUpon_26","@AmericanAir i have tried getting help from agents the phone twitter and FB. Can no one at American Airlines help me?"
"mangz","@united UA647 heading back to gate bc improper load? if ur packing us to the gills should at least take care to load bags. expecting comp..."
"KearyDennison","@AmericanAir Trying to rebook a flight with you because of Cancelled Flightlation is a nightmare.  I was hung up on once. Can you help me rebook?"
"quadbaconHD","@AmericanAir finally about to take off! Thanks for the customer service by the g8 reps @ c17 @ CTL. Any idea what caused the system failure?"
"mollybowlingpin","@united you changed my entire flight plan for vacation and now I will be there alone a day and night early with nowhere to stay. Help!"
"WishUpon_26","@AmericanAir i do not want to stay overnight at this airport! I have been here since 11 am this morning!"
"sigmanu56","@AmericanAir 3198 to AEX. Is it still going?"
"mrpearson3rd","@USAirways Can you provide me with info about checking strollers and car seats?  Costs?  Restrictions?  Need to bring 2 seats 1 stroller."
"joeyquart","@AmericanAir we need a miracle @slcairport please help flight 1228 get out of here by 640 #FingersCrossed #pleasegod #missmykids"
"squishtine","@AmericanAir I tried several times to select seats. The only ones ever available would've cost me $30 extra per seat."
"drguzman","@AmericanAir flight 3056 still sitting at DFW waiting for baggage to be loaded"
"RalphPearce3","@AmericanAir unfriendly unhelpful agents. Unannounced gate changes. Delayed flight that we found out about by word of mouth"
"SentieriMelinda","@AmericanAir yes but we HAVE TO GET HOME TOMORROW!!!! Please"
"emilygalati","@united can I get on a stand by list from ASE to ORD? I'm the only poor person in Aspen that's why I'm asking for standby on twitter."
"Pumpoclock","@AmericanAir you wont allow calls? My husband has a ticket but it looks like all the seats are taken? I cant even call."
"HaileyUrban","@AmericanAir I have a Cancelled Flighted flight tomorrow morning and the 800 number did nothing! Please! I just want to go home!"
"Pumpoclock","@AmericanAir pls tell me how to get a person on the phone asap"
"otisday","@AmericanAir @JimDayTV no you couldn't care less. That's why their customer service is run by bots"
"mariambueno","@JetBlue your crew didn't say it was about safety. If they say that I was glad to stay ... Check the information you give to the costumers"
"smb510","@AmericanAir 719. Looks like we are about to get going finally!"
"vickie_frisbie","@AmericanAir we are through. I can quit you. I am. The nonsense &amp; lies are a colossal infringement you can no longer get away with"
"shacker56","@AmericanAir OMG ANSWER YOUR PHONE I HAVE BEEN ON HOLD FOR 1.5 hours. Cancelled FlightED FLIGHTS SUCK"
"unusualcards","@united I was. But I have given up."
"otisday","@AmericanAir @sarahzou translation: we don't reinvest our mammoth profits into the customer service experience. 'Cause we don't care."
"georgetietjen","@AmericanAir 740pm wheels up to be exact.  I'm sending a DM."
"T_Smooth87","@SouthwestAir Can I get any help with Cancelled Flighting my flight reservation?"
"mustardman123","@united I need help with a missing bag."
"vickie_frisbie","@AmericanAir its pulling away from gate to get your departure time then leaving us on tarmac claiming power issues that magically repaired"
"DMAC8909","@USAirways Can you advise on what's happening with departure delays from CLT?"
"MaggieRisbara","@AmericanAir everything's good now brothaaaaaa"
"malexcormier","@united I understand the intention but it pales in comparison to a day of lost wages for both my wife and I because of the delay."
"JaJillian","@AmericanAir this is awful customer service."
"rcwhalen","@AmericanAir Yeah try harder. No catering truck in sight.  Can we just leave now w/o the food won't eat anyway?"
"RichGoldstein","@united Didn't know that buying a seat in first class was just a 'request' to sit in first class! Very Interesting."
"joepilot7","@united this is it... Last time I fly #UnitedAirlines  you screw up every trip now will be stuck in ord and miss work."
"Penguins_66","@JetBlue Why close prechk at 8PM on a Sunday at JFK?  #annoying"
"jasminewallas","@AmericanAir delivered mom's delayed bag to the wrong place. 2 hrs on hold yesterday &gt;1 hr today. Still no bag. #AA http://t.co/QKkJdFObOS"
"amyeferrer","@AmericanAir 24 hrs &amp; 2 cncld flights Late Flightr I've landed in PHL. Now 30 mins &amp; counting on tarmac waiting for gate. Pls do better than this."
"twofishtacos","@JetBlue flight 98 DEN to JFK already 2hrs delayed. Any idea how that might change again due to weather forecast etc?"
"Lollapoluga","@united is the airline of the Oscars but doesn't carry ABC on Direct TV?!?! Fail - now I can't watch the Oscars. #united"
"vickie_frisbie","@AmericanAir then taxi across dfw airport for 20 min to then state 75 min past departing from gate that we need deiced? Wow. Uncool &amp; untrue"
"AristidesPN","@JetBlue well but for now the only thng we can do is wait for someone to explain us the situation with responsibility http://t.co/ML1JaCpmch"
"rcwhalen","@AmericanAir Nice AA employee making skillful excuses about Late Flightness due to catering snafu... http://t.co/YPVPVdlTYs"
"Andy_Pi","@united always happy to start my life with my new wife with a 5 hr travel delay due to MAINTENECE and it would appear incompetence"
"KellyOlexa","@AmericanAir DONE!! thank you so much!!"
"otisday","@AmericanAir @ezemanalyst why don't you tweet canned impersonal responses as though this is the only impatient customer you've got"
"joseglopez00","@AmericanAir You have the worst customer service of any airlines I've ever encountered. Flat out awful"
"anoyes","@united social media team is on point on #OscarNight :)"
"kgwalt3","@united left my iPad on MCO-&gt;IAD flight 174. How long to hear back once claim submitted? TY!"
"shannonwoodward","@JetBlue your gif game is strong."
"k_wasie","@SouthwestAir wifi is the worst $8 investment I have ever made."
"ChrisFordisHere","@VirginAmerica i need to change my flight thats scheduled in 9 hours and 120 min wait time on phone. Im calling intern. Help!!"
"Mjacksonstl","@USAirways rant cont... To top it all off rescheduled flight to TPA at 10:10 is already delayed. How can they be that bad?"
"lot223","@SouthwestAir just got mine..now where to go??"
"Jeffb2","@SouthwestAir sign me up!"
"tonywhelan","@united Missed KTM flight due to ur Cancelled Flightlation. Mike supervisor disgusting.  Now day Late Flight. No apology or upgrade offer to LHR from ORD???"
"mckakia","@united:  thanks for the miserable trip GNV&lt;&lt;&lt;FSD on 2.19-2.21."
"agoldenbrown","@AmericanAir #flight293 was supposed to depart at 745 and at 815 we still have not boarded."
"otisday","@AmericanAir @manuel_c ""here for you"" as in yeah we'll tweet platitudes at you so you'll think our Twitter bot cares? Or...."
"FSXPlayer99","@SouthwestAir https://t.co/OQUKSo3s2O subscribe please https://t.co/OQUKSo3s2O"
"MCB235","@united strikes again! Why board anyone if there's something wrong with the plane? Common sense."
"ScottSusman","@SouthwestAir Yes please."
"derekc21","@AmericanAir @derekc21  so what would be a file number that works  needs to be 10 characters  email me derek.austin@century21.ca  easier"
"feizchristian","@USAirways thanks for three Cancelled Flightled flight and making us go from raleigh to charlote to lexington to philly. istead of raleigh to philly"
"TomNaro","@JetBlue hey JetBlue.  Still waiting to hear where you lost my 9'8"" surfboard between JFK and BQN airports."
"KateRChrisman","@united JP - DM message who? Can't get a DM through to @united"
"rcwhalen","@AmericanAir 8:30 departure?  Sure. Is there a catering strike at JFK?  @FoxNews @CNBC @BloombergRadio http://t.co/HPgXYZRW8o"
"otisday","@AmericanAir @PatrichRuben no profit maximization is your top priority. Nothing else even registers for you dinosaurs"
"Penguins_66","@JetBlue thanks but still annoying. Especially if I miss my flight. 😉 Can I tweet at the TSA??"
"crescentmoon01","@USAirways #fail when the inbound flight arrives after the scheduled outbound departure and still ""on time"" http://t.co/k0MHZrJF6e"
"lauravelasquez","@SouthwestAir ...and how does one obtain this companion pass?"
"cvandivere","@SouthwestAir I continue to be amazed by the amazing customer service.  Thank you SWA!"
"Jodieepps","@united customer service sucks!  They hang up after waiting an hour and talking for 5 minutes."
"thaisayz","@SouthwestAir where is mines?"
"MarkMais","@SouthwestAir I love my Companion Pass (qualified 4th year).  #HollyMais"
"dgackey","@SouthwestAir got mine!  Just in time for the wife and my 15th anniversary!"
"MrDockery_","@SouthwestAir How about auto check in for CP holders? Come on."
"CommDocPA","@SouthwestAir That would be brighter than all the stars combined on the red carpet tonight!"
"SentieriMelinda","@AmericanAir we have 3 more passengers with me   There are two more reservation numbers"
"lauraannB85","@SouthwestAir Tell me the secrets to flying high #RedCarpet"
"MarkZeihenJr","@AmericanAir who's your pick for best picture? I don't want to board your airline until I know"
"UnstoppableMika","@SouthwestAir how do I get my companion pass?"
"OneToughShark","@SouthwestAir I would love a +1 #RedCarpet  treatment"
"MenawatSharad","@AmericanAir The wine served in USAirways flights are watered down somehow right out of the bottles."
"TomNaro","@JetBlue  I did.  They have no idea where it is."
"georgetietjen","@AmericanAir @cyncyn661 Are you now flying 763s to Madrid from JFK or is this DFW/ORD? Huge !!"
"mmuller1","@SouthwestAir sign me up!"
"jpiercyttu","“@SouthwestAir: Companion Pass. Because everyone deserves #RedCarpet treatment and a +1 (even if it's your mom). http://t.co/QjKL4aBprG”"
"JetBlue","@shannonwoodward If you want we can keep you updated on who's wearing who &amp; who's with who &amp; who wins what. We're nice like that. ;)"
"Ikimulisa","@AmericanAir a worker just checked for ice on our plane using his cell phone flashlight! Really?! Come on!"
"JCRU28","@SouthwestAir everyones flights who were Cancelled Flightled today DESERVE 1"
"danny_9_9","@united S/O to @Delta for coming in clutch and finally taking me home 🙌🙌"
"nblaschke","@SouthwestAir I want one!"
"PeterPiatetsky","@USAirways flight 2120. Please get us a flight plan already. How is this an issue in 21st century?"
"shannonwoodward","@JetBlue id appreciate that. Would also you mind contacting the pilot of my flight and request that I be allowed to announce over intercom?"
"bsniz","@USAirways so you don't have a pilot now for #clt ✈ #ord for at least another hour. Why on earth would you board the plane? Makes no sense!"
"_AmandaBrittney","@SouthwestAir I would love a great deal from bwi to las Memorial Day weekend aka my bday weekend 😬"
"snowcrash6666","@USAirways over two hours on hold to talk to an agent..then it disconnects me.  been trying for two days! Wtf! Hire some CSRs u make $ now"
"Mcoltro","@AmericanAir 901 #Miami to #Rio to participate at @RCM_Oficial representing @CisnerosMedia #yourstoryhere"
"Curyf","@AmericanAir AA919 flight attendant freaks out and leaves aircraft as passengers react to a 24h delay and cattle treatment. Surreal!"
"tomlongphd","@united Appreciated but in this case we waited an extra 55 minutes for a lost mechanic to fax the log. Fax...like in the 80s."
"SaulFernandezS","@jetblue I'm dissapointed in the way paseengers on flight 0510 in Santo Domingo have been treated. 9hrs to board the plane and no info given"
"csusanto","@SouthwestAir #RedCarpet Southwest Companion Pass would be great!"
